# Shuffle Preset 18
# Format: SWAP orig_hcIdx repl_hcIdx repl_code repl_ai repl_statsEx
#   N: level minHP maxHP ac a1min a1max resFi resLi resCo resPo sk1 sk2 sk3 sk4
#   NM: level minHP maxHP ac a1min a1max resFi resLi resCo resPo sk1 sk2 sk3 sk4
#   H: level minHP maxHP ac a1min a1max resFi resLi resCo resPo sk1 sk2 sk3 sk4
SWAP 5 286 MQ SandMaggotQueen | 1 7 12 5 1 3 0 0 0 50 1 1 1 1 | 26 551 787 359 18 43 0 0 0 75 1 1 1 1 | 51 3238 4626 907 45 106 0 0 120 75 1 1 1 1
SWAP 19 137 BT BatDemon | 1 1 4 5 1 2 0 0 0 0 0 0 0 0 | 26 131 288 314 13 27 0 0 0 0 0 0 0 0 | 51 771 1696 793 34 68 100 0 40 0 0 0 0 0
SWAP 63 118 WW WillOWisp | 1 1 5 5 1 2 0 0 0 0 1 0 0 0 | 26 105 367 359 9 23 0 0 0 0 1 0 0 0 | 51 616 2158 907 22 57 0 0 50 0 1 0 0 0
SWAP 28 614 CR CorruptArcher | 2 11 19 10 2 3 0 0 0 0 1 3 2 0 | 27 761 1102 381 21 37 0 0 0 0 1 3 3 0 | 52 4596 6657 976 54 93 0 0 100 0 1 5 4 0
SWAP 43 652 L3 BloodLord | 2 5 9 10 1 3 0 0 0 0 1 0 0 0 | 27 315 525 426 17 34 0 0 0 0 1 0 0 0 | 52 1850 3084 1077 41 83 33 33 100 20 1 0 0 0
SWAP 58 687 DM Megademon | 2 5 9 10 1 3 25 0 0 0 1 0 0 0 | 27 288 472 336 13 27 50 0 0 0 4 0 0 0 | 52 1743 2853 861 35 70 100 0 0 0 5 0 0 0
SWAP 165 64 SI QuillRat | 2 7 11 10 2 4 0 0 0 0 0 0 0 0 | 27 420 603 426 20 40 0 0 0 0 0 0 0 0 | 52 2467 3546 1077 49 98 25 100 25 25 0 0 0 0
SWAP 0 81 SL SandLeaper | 4 7 11 10 1 3 0 0 0 50 1 0 0 0 | 29 391 559 459 12 31 0 0 0 75 2 0 0 0 | 54 2219 3170 1149 31 78 0 100 0 75 2 0 0 0
SWAP 6 373 PW PantherJavelin | 4 9 16 10 1 3 0 0 0 50 0 0 0 0 | 29 586 838 367 18 43 0 0 0 75 0 0 0 0 | 54 3328 4755 919 46 109 0 110 0 75 0 0 0 0
SWAP 206 575 SK SkeletonBow | 4 54 65 3 0 0 0 0 0 0 1 0 0 0 | 29 2515 3214 137 0 0 0 0 0 0 1 0 0 0 | 54 14265 18227 344 0 0 0 0 0 0 1 0 0 0
