# Shuffle Preset 6
# Format: SWAP orig_hcIdx repl_hcIdx repl_code repl_ai repl_statsEx
#   N: level minHP maxHP ac a1min a1max resFi resLi resCo resPo sk1 sk2 sk3 sk4
#   NM: level minHP maxHP ac a1min a1max resFi resLi resCo resPo sk1 sk2 sk3 sk4
#   H: level minHP maxHP ac a1min a1max resFi resLi resCo resPo sk1 sk2 sk3 sk4
SWAP 5 684 xx Minion | 1 7 12 5 1 3 0 0 0 50 0 0 0 0 | 26 551 787 359 18 43 0 0 0 75 0 0 0 0 | 51 3238 4626 907 45 106 0 0 120 75 0 0 0 0
SWAP 19 388 SK SkeletonMage | 1 1 4 5 1 2 0 0 0 0 1 0 0 0 | 26 131 288 314 13 27 0 0 0 0 1 0 0 0 | 51 771 1696 793 34 68 100 0 40 0 1 0 0 0
SWAP 63 53 GM Goatman | 1 1 5 5 1 2 0 0 0 0 0 0 0 0 | 26 105 367 359 9 23 0 0 0 0 0 0 0 0 | 51 616 2158 907 22 57 0 0 50 0 0 0 0 0
SWAP 28 304 FR FingerMage | 2 11 19 10 2 3 0 0 0 0 1 0 0 0 | 27 761 1102 381 21 37 0 0 0 0 1 0 0 0 | 52 4596 6657 976 54 93 0 0 100 0 1 0 0 0
SWAP 43 51 BB Baboon | 2 5 9 10 1 3 0 0 0 0 0 0 0 0 | 27 315 525 426 17 34 0 0 0 0 0 0 0 0 | 52 1850 3084 1077 41 83 33 33 100 20 0 0 0 0
SWAP 58 49 BB Baboon | 2 5 9 10 1 3 25 0 0 0 0 0 0 0 | 27 288 472 336 13 27 50 0 0 0 0 0 0 0 | 52 1743 2853 861 35 70 100 0 0 0 0 0 0 0
SWAP 165 631 WR Wraith | 2 7 11 10 2 4 0 0 0 0 0 0 0 0 | 27 420 603 426 20 40 0 0 0 0 0 0 0 0 | 52 2467 3546 1077 49 98 25 100 25 25 0 0 0 0
SWAP 0 120 WW WillOWisp | 4 7 11 10 1 3 0 0 0 50 1 0 0 0 | 29 391 559 459 12 31 0 0 0 75 1 0 0 0 | 54 2219 3170 1149 31 78 0 100 0 75 1 0 0 0
SWAP 6 89 SW Swarm | 4 9 16 10 1 3 0 0 0 50 1 0 0 0 | 29 586 838 367 18 43 0 0 0 75 1 0 0 0 | 54 3328 4755 919 46 109 0 110 0 75 1 0 0 0
SWAP 206 449 io Brute | 4 54 65 3 0 0 0 0 0 0 0 0 0 0 | 29 2515 3214 137 0 0 0 0 0 0 0 0 0 0 | 54 14265 18227 344 0 0 0 0 0 0 0 0 0 0
SWAP 53 529 m5 DeathMauler | 4 16 20 12 3 5 0 0 0 0 1 0 0 0 | 29 559 726 275 23 40 0 0 0 0 1 0 0 0 | 54 3170 4121 689 58 101 0 0 100 0 1 0 0 0
SWAP 160 85 PW PantherWoman | 4 13 19 20 2 3 0 0 0 0 0 0 0 0 | 29 307 531 413 18 27 0 0 0 0 0 0 0 0 | 54 1743 3011 1034 46 70 25 100 25 25 0 0 0 0
SWAP 15 125 SP Arach | 4 2 6 3 1 2 0 0 0 0 1 0 0 0 | 29 111 251 550 21 34 0 0 0 0 2 0 0 0 | 54 634 1426 1378 54 85 25 0 0 100 2 0 0 0
SWAP 20 494 ip Imp | 5 4 9 25 2 4 0 0 0 0 1 1 1 1 | 30 148 326 328 14 28 0 0 0 0 1 1 1 1 | 55 792 1743 804 35 70 110 0 40 0 1 1 1 1
SWAP 44 89 SW Swarm | 5 10 17 25 2 5 0 0 0 0 1 0 0 0 | 30 355 593 445 17 35 0 0 0 0 1 0 0 0 | 55 1902 3170 1091 42 85 33 33 120 20 1 0 0 0
SWAP 64 165 CR CorruptLancer | 5 4 14 25 1 5 0 0 0 0 0 0 0 0 | 30 118 415 375 9 24 0 0 0 0 0 0 0 0 | 55 634 2219 919 23 58 0 0 50 0 0 0 0 0
SWAP 166 594 SD ClawViperEx | 5 14 21 25 3 6 0 0 0 0 1 0 0 0 | 30 474 681 445 20 41 0 0 0 0 2 0 0 0 | 55 2536 3645 1091 50 101 110 25 25 25 3 0 0 0
SWAP 170 671 ZZ ZakarumZealot | 5 11 24 25 2 3 0 0 0 50 0 0 0 0 | 30 415 593 469 11 16 0 0 0 60 0 0 0 0 | 55 2219 3170 1149 27 39 33 0 33 100 0 0 0 0
SWAP 207 85 PW PantherWoman | 6 132 157 9 0 0 0 0 0 0 0 0 0 0 | 31 2668 3409 140 0 0 0 0 0 0 0 0 0 0 | 56 14656 18727 349 0 0 0 0 0 0 0 0 0 0
SWAP 1 26 YE Brute | 6 17 25 30 2 5 0 0 0 50 0 0 0 0 | 31 415 593 469 12 32 0 0 0 75 0 0 0 0 | 56 2279 3257 1165 32 80 0 0 0 100 0 0 0 0
SWAP 24 593 BK BloodHawk | 6 23 38 25 3 4 0 0 0 0 0 0 0 0 | 31 859 1245 398 22 38 0 0 0 0 0 0 0 0 | 56 4722 6839 990 56 96 0 0 120 0 0 0 0 0
SWAP 54 115 MO Mosquito | 6 22 28 18 4 7 0 0 0 0 1 0 0 0 | 31 593 770 281 22 40 0 0 0 0 1 0 0 0 | 56 3257 4234 699 56 100 0 110 0 0 1 0 0 0
SWAP 59 461 xy SuicideMinion | 6 12 20 30 2 6 30 0 0 0 0 0 0 0 | 31 326 533 351 14 28 60 0 0 0 0 0 0 0 | 56 1791 2931 873 36 72 105 0 0 0 0 0 0 0
SWAP 161 82 SL SandLeaper | 6 15 22 25 2 3 0 0 0 0 1 0 0 0 | 31 326 563 422 19 28 0 0 0 0 2 0 0 0 | 56 1791 3094 1048 48 72 110 25 25 25 3 0 0 0
SWAP 16 10 BH Bighead | 6 4 8 5 2 3 0 0 0 0 0 0 0 0 | 31 118 266 562 22 35 0 0 0 0 0 0 0 0 | 56 651 1465 1398 56 88 25 0 0 105 0 0 0 0
SWAP 45 657 FE Fetish | 8 18 30 40 3 7 0 0 0 0 1 0 0 0 | 33 376 627 455 18 36 0 0 0 0 1 0 0 0 | 58 1954 3257 1106 44 88 33 33 130 20 1 0 0 0
